,longitude,latitude,coordinate,true class,feature1,feature2,true target,noisy target
849,1.223231302476837,9.299116959062516,POINT (1.223231302476837 9.299116959062516),1,0.0762338554577533,0.6898606631119859,1.1458158447937108,1.1633499972474823
852,4.245681867201365,6.893541561937269,POINT (4.245681867201365 6.893541561937269),1,0.8462191762352251,0.16825042672433466,0.3509704564082292,0.28820681981305646
920,2.5501985710693296,3.1689790832709965,POINT (2.55019857106933 3.168979083270997),1,0.21747199454535693,0.6197838553428202,1.0768235605738177,1.1406648926871212
856,8.086064245461131,2.520547111801872,POINT (8.086064245461131 2.520547111801872),1,0.6747197198759369,0.07875501184627753,-0.08901524458523047,-0.15617689545283436
864,8.49925166111722,2.78662764948114,POINT (8.499251661117221 2.78662764948114),1,0.09148894722426615,0.7920758710621372,1.4677165604106777,1.2743889242690085
866,8.609982209332241,0.7568962556780812,POINT (8.609982209332241 0.7568962556780812),1,0.9547055468259076,0.2819345738297043,0.8005092683150206,0.8357317834681361
868,1.5532941249345866,7.104923956326022,POINT (1.553294124934587 7.104923956326022),1,0.17046843928562794,0.17794151326373076,-0.2957070209231798,-0.4988837174840878
870,4.211323639252118,9.48163552758253,POINT (4.211323639252118 9.481635527582529),1,0.8288856821022981,0.48157153918972107,1.273600299671461,1.259554221747599
871,1.2218506671194285,9.799920121676953,POINT (1.221850667119428 9.799920121676953),1,0.6132466520584153,0.8967140211933923,2.3033887156385924,2.3649540879659443
873,2.5326425722056256,9.997771695041976,POINT (2.532642572205626 9.997771695041976),1,0.6670006605783082,0.1578640431786914,0.14059279011438242,0.09243183685903839
874,2.6755342104447353,2.8922724126168733,POINT (2.675534210444735 2.892272412616873),1,0.9859930000502299,0.6051270795967577,1.801374238840503,1.8394696150564727
861,7.3149422365924375,1.6422932470492135,POINT (7.314942236592437 1.642293247049214),1,0.9270296650804759,0.3156789047082963,0.8740663792053649,0.8989692612366118
836,1.887762943208281,7.507396548181056,POINT (1.887762943208281 7.507396548181056),1,0.13411479451330754,0.6316187852495536,1.0289711502619685,1.0673861972430858
922,2.958737461965679,4.059234227846184,POINT (2.958737461965679 4.059234227846184),1,0.01937609864851364,0.4181693146190283,0.2738840425055984,0.36572231438154285
929,4.51024496797496,5.312031913871605,POINT (4.51024496797496 5.312031913871605),1,0.6433209925998066,0.9694302927745222,2.5516118709233733,2.4720046775267743
973,5.589668781036089,0.1066764015062005,POINT (5.589668781036089 0.1066764015062005),1,0.6559895618046195,0.6348697892440567,1.5605989295367895,1.5511813111305808
974,9.70840392519696,7.790726304187601,POINT (9.70840392519696 7.790726304187601),1,0.4989979566013155,0.22784274758894651,0.18252619936815506,0.27600554683250694
975,7.79711534608216,3.353784115713335,POINT (7.79711534608216 3.353784115713335),1,0.8396932988469232,0.8575648276102628,2.4123877816777113,2.468350553811951
976,7.483728846117728,3.0643361208812014,POINT (7.483728846117728 3.064336120881201),1,0.22279141791808366,0.5981697589688126,1.0173006948245216,1.0187564335407389
977,6.747786764178663,2.5234864397259216,POINT (6.747786764178663 2.523486439725922),1,0.6591625803361433,0.784310561332805,2.0120942643345585,1.9449578172985746
978,5.514936303940789,9.083825764283853,POINT (5.514936303940789 9.083825764283853),1,0.714091734020562,0.6897522052212348,1.7833483496842661,1.63743588855833
980,8.59983810106507,5.271857409076191,POINT (8.599838101065069 5.271857409076191),1,0.7769190601181425,0.11563468054725334,0.12382310175990252,0.154047911320458
982,5.039184443197346,8.631011219250105,POINT (5.039184443197346 8.631011219250105),1,0.09830773376165836,0.8958914034774317,1.7859819441939533,1.8882228647139179
983,4.519514704299745,5.996804744513838,POINT (4.519514704299745 5.996804744513838),1,0.086941983826753,0.6254064530033959,0.9631613428369405,0.9968144763447953
986,7.304871594651315,9.352010005848214,POINT (7.304871594651315 9.352010005848214),1,0.96770896353992,0.9710967955625058,2.8809993502274374,2.89338172692104
989,9.910101505167608,6.289142509967805,POINT (9.910101505167608 6.289142509967805),1,0.08931174974966061,0.7847867927589607,1.4436721280265425,1.5269802281825473
990,2.7685006856049177,8.304037727549504,POINT (2.768500685604918 8.304037727549504),1,0.8288662869328469,0.11083948219121242,0.1613847335064842,0.296511298972182
991,1.8160665964742595,5.001470455914853,POINT (1.816066596474259 5.001470455914853),1,0.09631535982211403,0.3106464700727677,0.02825477004041721,0.04176713351537976
992,5.227303896934705,9.462003165788907,POINT (5.227303896934705 9.462003165788907),1,0.4877196239114512,0.394765789415812,0.6720169921588872,0.847538396986756
996,9.931984942144082,8.555968701345405,POINT (9.931984942144082 8.555968701345405),1,0.4078146544898871,0.9944245774139397,2.391088386731706,2.3458712837804603
972,9.186452958921484,5.8753383509826795,POINT (9.186452958921484 5.87533835098268),1,0.8341107662204599,0.7635170873918757,2.124662028396087,2.169134908976077
970,3.7450552431144035,2.3559332892920937,POINT (3.745055243114404 2.355933289292094),1,0.42998233168449396,0.0664901981157835,-0.37054707396815556,-0.38805416141538107
969,1.4742902082409648,6.599075014519309,POINT (1.474290208240965 6.599075014519309),1,0.7182556333199378,0.5966978645529795,1.508349226978876,1.5000267339699622
967,2.1039124319859326,9.693739091937415,POINT (2.103912431985933 9.693739091937415),1,0.4574116234309954,0.91734257320863,2.2094393430568853,2.291267725044028
930,3.673094805509285,8.816021583272018,POINT (3.673094805509285 8.816021583272018),1,0.2438050277860887,0.8432288036366191,1.7734914386959457,1.5938994848325927
931,9.739391790908542,6.539707113484563,POINT (9.739391790908542 6.539707113484563),1,0.623676390817779,0.21433115486180254,0.2666698554031868,0.10781306611696892
932,7.6242162689638935,1.8161463652667165,POINT (7.624216268963893 1.816146365266716),1,0.4453232202839862,0.07544301028329092,-0.32834774886614104,-0.36637805816909685
933,3.600845353680049,6.4501094215980554,POINT (3.600845353680049 6.450109421598055),1,0.948762646042997,0.33843616480604377,0.9640711404611284,1.0000749490446885
936,2.728899711062386,8.761149510419642,POINT (2.728899711062386 8.761149510419642),1,0.7586660617906712,0.45217637777756103,1.1151951951233543,1.1282934740282518
940,8.944477454141355,5.763037416016279,POINT (8.944477454141355 5.763037416016279),1,0.5371274961938832,0.2141965431095919,0.17971712552265906,0.31549848222831356
943,8.388474260690504,2.1052190243259283,POINT (8.388474260690504 2.105219024325928),1,0.41466412396265306,0.6922477097373078,1.4914072531745766,1.4140877638776232
928,2.5935322911358307,7.144892493994799,POINT (2.593532291135831 7.144892493994799),1,0.47738298029073734,0.6741951493230868,1.4999684282599977,1.3691787564865174
947,3.8600441175768765,8.798269488881568,POINT (3.860044117576876 8.798269488881568),1,0.9508185217743131,0.3296559572539616,0.9397863935361979,0.8555891114763519
953,7.65061056944786,6.896476346118083,POINT (7.65061056944786 6.896476346118083),1,0.781620877478772,0.8318285063723595,2.2771063965958507,2.1503887118000553
956,7.210628908933172,9.081030914119383,POINT (7.210628908933172 9.081030914119383),1,0.8833335756558478,0.29227666757813153,0.7601635783902423,0.7431474522415769
957,7.701914190529283,9.732458738751617,POINT (7.701914190529283 9.732458738751617),1,0.6260659552118891,0.04656267546260029,-0.23424601840031,-0.20638859724730274
958,0.19232643000186234,6.4470157388157805,POINT (0.1923264300018623 6.44701573881578),1,0.31551307688168306,0.08266839572466222,-0.43648173594433026,-0.6203377875358633
959,1.087815133607346,9.575491711119339,POINT (1.087815133607346 9.575491711119339),1,0.7482698327924703,0.9280325344689593,2.532367436199348,2.4891534044926193
964,0.7926598786771877,6.395288360636238,POINT (0.7926598786771877 6.395288360636238),1,0.31719001868866026,0.4361915783051423,0.6257647536040871,0.5143378606535363
965,2.5967767593785185,7.799659225812805,POINT (2.596776759378518 7.799659225812805),1,0.24427991858932707,0.956888023515774,2.114943989136649,2.2744360661365954
948,1.0022913600166172,4.095978442309793,POINT (1.002291360016617 4.095978442309793),1,0.6289930746824751,0.41395669059889395,0.8708631464791572,0.8701310067522565
834,1.5861071306716679,7.108911612971379,POINT (1.586107130671668 7.108911612971379),1,0.5958997733763219,0.5021400263780119,1.1023198525103575,1.2227217061800846
829,1.585173265337908,3.9540826817780284,POINT (1.585173265337908 3.954082681778028),1,0.2721013699933058,0.4282266098314462,0.5567811994876446,0.40250746099921175
827,3.792571870480238,6.327811512100308,POINT (3.792571870480238 6.327811512100308),1,0.21801602659194463,0.9490899341613253,2.0652858290759206,2.1315786956788867
708,3.429448490066014,9.603467397658726,POINT (3.429448490066014 9.603467397658726),1,0.7881753175994793,0.3054909849493417,0.7046482724475043,0.8712020524554391
710,3.130277101221439,1.8749448501025723,POINT (3.130277101221439 1.874944850102572),1,0.668297281104779,0.90206586992012,2.374494890865139,2.249187328166148
712,4.167406812230667,2.1956147764207556,POINT (4.167406812230667 2.195614776420756),1,0.29974844534509215,0.9865832939167447,2.259498327095326,2.255383121857578
713,9.309287865802542,8.417348547489322,POINT (9.309287865802542 8.417348547489322),1,0.5239699199964042,0.9633856478554852,2.4141268635628594,2.4925783458815025
717,1.6544096697654198,7.180778475850769,POINT (1.65440966976542 7.180778475850769),1,0.5852558550722234,0.578605554681401,1.3210725191164263,1.5065840032153255
718,9.155285398802166,5.665594628950497,POINT (9.155285398802166 5.665594628950497),1,0.8978636562466378,0.3834802884878271,1.0483045217101195,0.9861875644896163
720,8.3105359042165,2.941344253587256,POINT (8.310535904216501 2.941344253587256),1,0.9840887093061477,0.6149496638699533,1.8289377009160077,2.013605217105787
725,3.721328837739293,9.812545496450678,POINT (3.721328837739293 9.812545496450678),1,0.6347269398316824,0.34332021753607966,0.6646875924399214,0.7265985122119293
726,8.032561907937168,1.3750190457382938,POINT (8.032561907937168 1.375019045738294),1,0.6202095233613113,0.5804881713286303,1.361674037347202,1.3752123391673703
728,3.7658563500975815,9.05794529249232,POINT (3.765856350097581 9.05794529249232),1,0.6232292451266592,0.8772403676692448,2.2549503481343938,2.007365718074079
729,2.008703092564353,9.545313679226101,POINT (2.008703092564353 9.545313679226101),1,0.9482682642911897,0.4861701203595684,1.4067786253698946,1.396658464811034
732,7.818918131124647,2.36506516201573,POINT (7.818918131124647 2.36506516201573),1,0.20691748567616564,0.9587416964460722,2.0831425750143824,2.050797367812281
733,5.040047355955281,7.939494066268969,POINT (5.040047355955281 7.939494066268969),1,0.8060658181642307,0.9501702129465713,2.6565764570039447,2.439464565296576
736,8.232649391249096,7.006080987987527,POINT (8.232649391249096 7.006080987987527),1,0.8370133207894085,0.8722588054267177,2.453789737069562,2.500000237989358
738,8.960298928504002,5.892421912752698,POINT (8.960298928504002 5.892421912752698),1,0.3645500674211437,0.9635090786586159,2.2550773033969915,2.278260965910592
706,5.084962633047743,7.9277094495794955,POINT (5.084962633047743 7.927709449579496),1,0.872239064813018,0.7107559396901512,2.0045068838834714,2.165496593256196
702,5.616842606101756,9.458727877725202,POINT (5.616842606101756 9.458727877725202),1,0.22275367536193202,0.21444512644244096,-0.1339109453107451,-0.24287319055336098
701,0.11907649202281823,4.997770998973616,POINT (0.1190764920228182 4.997770998973616),1,0.5797594683313135,0.5527865066852772,1.238118988387145,1.1153165681257113
697,9.018290694396708,7.36209101112148,POINT (9.018290694396708 7.36209101112148),1,0.5843491647224226,0.7008169103920746,1.6867998958986465,1.7362606259403033
651,4.005088969121509,2.14255218591189,POINT (4.005088969121509 2.14255218591189),1,0.4868243002250433,0.02887705820393882,-0.42654452516314023,-0.5565643866484992
653,5.962693473190459,0.9692196038991452,POINT (5.962693473190459 0.9692196038991452),1,0.15902768582173354,0.7272161443012778,1.340676118725567,1.2530730241580417
655,4.567323864576309,7.891383386785868,POINT (4.567323864576309 7.891383386785868),1,0.9353224426923046,0.6713271739364808,1.9493039645017465,1.8838012844702654
660,6.911530523204599,2.2044513392396325,POINT (6.911530523204599 2.204451339239633),1,0.26371137383765864,0.3254698384803991,0.240120889278856,0.3567333828714351
662,3.011788145262785,2.0572168925472,POINT (3.011788145262785 2.0572168925472),1,0.776874403002713,0.7695654299842927,2.0855706929555913,2.2390264216189864
663,3.2134285768701423,9.988445467718586,POINT (3.213428576870142 9.988445467718586),1,0.5378582289492915,0.5558789412852845,1.2054950528051451,1.1725776228717526
670,1.01626271259195,9.343623081969014,POINT (1.01626271259195 9.343623081969014),1,0.8751053341667463,0.291330498260986,0.7490968289497042,0.7591100828691132
739,2.0198258829872993,8.398260199890656,POINT (2.019825882987299 8.398260199890656),1,0.8228545928187826,0.015793599976024253,-0.12976460725314465,-0.017260630514429914
671,3.4630163368884737,8.944612420152213,POINT (3.463016336888474 8.944612420152213),1,0.07018894993092128,0.8297270215830446,1.5593700146800549,1.62629473187356
678,8.63734819959489,6.717055765730788,POINT (8.637348199594889 6.717055765730788),1,0.7237205471295555,0.46849147440219363,1.1291949703361364,1.0746524696144417
682,7.099015890936785,7.48210233563703,POINT (7.099015890936785 7.48210233563703),1,0.5948665053029081,0.392893539614635,0.773547124146813,0.8237611590573669
685,8.15074224686713,1.9670927381202474,POINT (8.15074224686713 1.967092738120247),1,0.914506878993284,0.7889340781102813,2.281309113324128,2.4659142253465087
687,7.865083531881497,9.593542763543988,POINT (7.865083531881497 9.593542763543988),1,0.24452435755444624,0.7697928065370458,1.5539027771655838,1.5408724310384565
689,0.9583944089606211,9.890683768773847,POINT (0.9583944089606211 9.890683768773847),1,0.8244321498247207,0.12212769044263672,0.19081522115263083,0.19960965630105185
691,7.668326262723956,8.563127256860822,POINT (7.668326262723956 8.563127256860822),1,0.2756807421932148,0.9536176012439955,2.1365335459252015,2.174638759731366
693,4.474048972941697,9.668153721136877,POINT (4.474048972941697 9.668153721136877),1,0.001432965358993732,0.8200096478971562,1.4614619090504624,1.4720550114660045
673,3.8187420034406507,9.2797911885093,POINT (3.818742003440651 9.2797911885093),1,0.27060996003010895,0.23264466576003018,-0.03145604268980051,-0.026709190669427337
742,3.8874770634584612,3.1839295896119335,POINT (3.887477063458461 3.183929589611934),1,0.46196512614173113,0.1462711601093808,-0.09922139353012649,-0.07147012226548195
747,4.5076477143187565,5.6750415885932926,POINT (4.507647714318757 5.675041588593293),1,0.11688470356021718,0.7586894684332819,1.3929531088600626,1.4205191605652983
750,9.863269617095792,5.98633816135902,POINT (9.863269617095792 5.98633816135902),1,0.3538385424161318,0.7334632950050523,1.5542284274312883,1.347359255666571
799,7.842187872362624,3.101168241155612,POINT (7.842187872362624 3.101168241155612),1,0.6603074733578207,0.979994131929508,2.600289869146345,2.5027076950123663
801,8.687161328549228,7.306083915985938,POINT (8.687161328549228 7.306083915985938),1,0.9617829061324842,0.5493745644384066,1.609906599447704,1.5785545674603745
805,2.321426420484239,4.208820155567942,POINT (2.321426420484239 4.208820155567942),1,0.033623534865472426,0.7397994948638363,1.2530220194569814,1.272175258296607
806,3.6344370546649616,1.6939559782264824,POINT (3.634437054664962 1.693955978226482),1,0.016551542178011025,0.03243691327795695,-0.8861377179881181,-0.9066986811844167
808,0.4433978995778376,5.945380897234234,POINT (0.4433978995778376 5.945380897234234),1,0.4116607048839126,0.43744256576408025,0.7239884021761531,0.7733938348567095
809,3.444889737163579,7.763626480778811,POINT (3.444889737163579 7.763626480778811),1,0.3348330471994778,0.07216568112157018,-0.44866990943581164,-0.4524968621070233
811,8.196297735972507,2.659298196061597,POINT (8.196297735972507 2.659298196061597),1,0.0013616740997272059,0.14336236001766722,-0.5685512458472711,-0.6333028371425464
798,0.6282321083787756,5.429322317412192,POINT (0.6282321083787756 5.429322317412192),1,0.7080228346631484,0.27977476974433346,0.5473471438961488,0.5289946608362831
813,9.269659220069636,8.19050655350838,POINT (9.269659220069636 8.19050655350838),1,0.5908233810957024,0.41058965199644337,0.8225923370850325,0.7223067800456073
815,3.6300977293306502,3.140067232392123,POINT (3.63009772933065 3.140067232392123),1,0.5181236489419616,0.1893201473037619,0.0860840908532472,0.11463918718104531
818,3.2615227761921215,8.438954778948586,POINT (3.261522776192121 8.438954778948586),1,0.8176509963958101,0.8866796159924812,2.477689844373254,2.4765886747305013
820,3.771715534760318,2.152338201485151,POINT (3.771715534760318 2.152338201485151),1,0.3485916603368463,0.5393782479944909,0.966726404320319,0.9695317563739582
821,1.147515964356538,6.585962571350461,POINT (1.147515964356538 6.585962571350461),1,0.9650571881312874,0.8844887637779334,2.6185234794650873,2.445193289181832
824,3.8999780933062436,3.646442091963716,POINT (3.899978093306244 3.646442091963716),1,0.0666738331362714,0.5560346397104381,0.7347777522675858,0.835620875374934
825,6.113631719430282,1.302619809747716,POINT (6.113631719430282 1.302619809747716),1,0.9864852255563388,0.16675263722149825,0.4867431372208335,0.5498925479573027
826,8.065107998376428,2.7913611866501986,POINT (8.065107998376428 2.791361186650199),1,0.15118897056716318,0.3123481688699714,0.08823347717707741,-0.051647784744016295
814,8.450714681363397,2.0425335799008693,POINT (8.450714681363397 2.042533579900869),1,0.6740516681106693,0.3317191022268401,0.6692089747911896,0.5290730947898316
640,7.990645566544966,9.394260544617236,POINT (7.990645566544966 9.394260544617236),1,0.6513738507732633,0.506966640466671,1.172273772173276,1.0769635951722896
796,4.083015228213927,5.868748243603959,POINT (4.083015228213927 5.868748243603959),1,0.7819694060298726,0.23151855222641227,0.47652506270910955,0.5484102437331603
784,2.2834626472421737,3.9444920272805497,POINT (2.283462647242174 3.94449202728055),1,0.2853815907067988,0.0640177393332152,-0.5225651912935556,-0.48073396399105356
751,7.577065515174151,8.181152826085153,POINT (7.577065515174151 8.181152826085153),1,0.03430353370980155,0.14313455044732226,-0.5362928149482317,-0.49790491046453367
753,5.89189091077335,7.85286615430268,POINT (5.89189091077335 7.85286615430268),1,0.9970292656602534,0.18574663176793726,0.5542691609640653,0.5975323710169473
755,8.742829463991365,0.950148629172648,POINT (8.742829463991365 0.950148629172648),1,0.06153210690444921,0.7023038614930317,1.168443691383544,1.2869074404890435
756,7.781873577395127,2.149273021559923,POINT (7.781873577395127 2.149273021559923),1,0.8868285201868352,0.3182214639485629,0.8414929120325239,0.6876543751900539
758,3.3717370689477355,7.8858995964627745,POINT (3.371737068947736 7.885899596462774),1,0.4563123473650068,0.9571769164517707,2.3278430967203185,2.3724602776818164
760,7.647886084313141,8.34497930854404,POINT (7.647886084313141 8.34497930854404),1,0.453310761192224,0.9772552058255942,2.3850763786690066,2.2258131961953884
761,7.075397770187557,1.7749916290113743,POINT (7.075397770187557 1.774991629011374),1,0.6993504642723224,0.423548576712086,0.9699961944085804,0.9799937128701178
788,3.594959232277899,3.523726313271051,POINT (3.594959232277899 3.523726313271051),1,0.3404824654525278,0.3489291677659928,0.38726996875050634,0.29246412892830415
763,1.3407742293816227,9.07253930406267,POINT (1.340774229381623 9.072539304062669),1,0.5489021770963118,0.9499741682919404,2.398824681972133,2.295325270385156
765,7.276972532490681,9.441093877954708,POINT (7.276972532490681 9.441093877954708),1,0.20596360405926772,0.5236410496990606,0.7768867531564494,0.789621955175578
770,1.665206736383159,8.02589017441507,POINT (1.665206736383159 8.025890174415069),1,0.24614239049630948,0.11900814187153674,-0.3968331838890803,-0.37930977731948146
771,0.37670410440216795,8.665761958160642,POINT (0.3767041044021679 8.665761958160642),1,0.38933954700828777,0.217191684721448,0.04091460117263179,0.041906395116825354
774,7.091631446835863,7.31711149594501,POINT (7.091631446835863 7.31711149594501),1,0.36915644967102523,0.36538159871240605,0.4653012458082433,0.4830267003273182
776,4.869863283011786,7.954636087706194,POINT (4.869863283011786 7.954636087706194),1,0.47146589142058426,0.5619570775803694,1.1573371241616925,1.243348231681889
781,1.5522049749962485,8.595695107681113,POINT (1.552204974996249 8.595695107681113),1,0.03818787340985741,0.5946191050575205,0.8220451885824187,0.9436207574394468
783,7.947192351659024,2.150084773872518,POINT (7.947192351659024 2.150084773872518),1,0.7168877074439809,0.7848830887407476,2.0715369736662237,1.9394492906924805
764,9.203941635401815,6.337724299863684,POINT (9.203941635401815 6.337724299863684),1,0.13517806405286392,0.5097472531179675,0.6644198234067666,0.5939282035777671
313,2.0092116101846393,8.890544394069495,POINT (2.009211610184639 8.890544394069495),1,0.677599382584795,0.8156734756008938,2.124619809387476,2.0941461406613673
999,3.154958268109971,8.882836894396085,POINT (3.154958268109971 8.882836894396085),1,0.1587493898527278,0.1042180987737471,-0.5285963138260309,-0.44311733941995224
311,1.912823205894807,4.548339200765257,POINT (1.912823205894807 4.548339200765257),1,0.12485060641432089,0.06788605623621657,-0.6714912248770294,-0.5627629655822097
174,4.307178669055461,9.247821436516398,POINT (4.307178669055461 9.247821436516398),1,0.895940829419106,0.6084817279007936,1.7213860131214869,1.610812891305781
263,6.7180321650550425,0.5277154663179462,POINT (6.718032165055043 0.5277154663179462),1,0.14003859891841552,0.5011065148575969,0.6433581434912061,0.7583738391439316
137,8.56090345846507,2.453622917015262,POINT (8.56090345846507 2.453622917015262),1,0.38098401513529156,0.8857543125749218,2.0382469528600566,1.8975122842223586
103,8.112439316441979,0.9170111536470948,POINT (8.112439316441979 0.9170111536470948),1,0.7900483571017214,0.9281396489737131,2.5744673040228605,2.453989427917731
224,3.059785212451589,2.8830436228500678,POINT (3.059785212451589 2.883043622850068),1,0.28369633912363423,0.8163925901722547,1.7328741096403988,1.7622926525129117
88,4.3508698553919976,6.987377769485788,POINT (4.350869855391998 6.987377769485788),1,0.49943191193255376,0.8494164659679434,2.047681309836384,2.087561506155137
261,2.1847137507484273,9.767414412900626,POINT (2.184713750748427 9.767414412900626),1,0.8591197136999087,0.6426117517781599,1.7869549690343884,1.6773681010322832
134,6.0192219610036855,8.662514843228928,POINT (6.019221961003685 8.662514843228928),1,0.27800688040340715,0.3574214800657488,0.35027132060065336,0.44822087018088497
177,7.109258429591461,1.7800258253175516,POINT (7.109258429591461 1.780025825317552),1,0.6127755483748383,0.8780845065422351,2.2470290680015435,2.1782479507444417
60,3.7777665468860713,9.062634190026928,POINT (3.777766546886071 9.062634190026928),1,0.8609025844825468,0.9683567065252878,2.76597270405841,2.9147902960664345
256,4.068456519545847,2.0323540414848784,POINT (4.068456519545847 2.032354041484878),1,0.8778213173531156,0.5452549628871978,1.513586206014709,1.6573252467206903
198,7.905075246298065,1.0584743534971919,POINT (7.905075246298065 1.058474353497192),1,0.16330649689718035,0.7787607635043834,1.4995887874103304,1.4702197788370175
255,8.487229340286428,2.825676739306137,POINT (8.487229340286428 2.825676739306137),1,0.13491753216434288,0.9406282751835641,1.956802357715035,1.8187440184935852
61,7.560106655392186,1.1545458769897887,POINT (7.560106655392186 1.154545876989789),1,0.5910370927251002,0.3819645103631061,0.7369306238144184,0.41148368065003255
132,9.898400736334128,6.046992848913425,POINT (9.898400736334128 6.046992848913425),1,0.11574415872145039,0.28853434840071857,-0.018652796076393918,-0.03555999071104915
265,8.827659865219212,6.3311891175593535,POINT (8.827659865219212 6.331189117559354),1,0.2635481153987266,0.7000764531314936,1.3637774747932077,1.2901124066556993
223,0.46356535545289623,5.225717112238588,POINT (0.4635653554528962 5.225717112238588),1,0.9920127244307579,0.41523160264064973,1.2377075323527071,1.0872459194011486
138,0.17476487168483046,9.892391751471925,POINT (0.1747648716848305 9.892391751471925),1,0.07454175073064395,0.7989835312121448,1.4714923443670784,1.4825050792271728
54,5.761690998852552,0.05788244576510948,POINT (5.761690998852552 0.05788244576510948),1,0.9271056170588067,0.9454765430842579,2.7635352463115805,2.7466850207044695
118,2.4654484812781154,7.733392943652663,POINT (2.465448481278115 7.733392943652663),1,0.08285484054296754,0.18681294405160953,-0.35670632730220386,-0.5088022594632857
143,7.712384514016923,2.1231572329000317,POINT (7.712384514016923 2.123157232900032),1,0.4844048573939186,0.25282850058185347,0.2428903591394791,0.2068556263092815
91,8.643406719403082,0.7778232398532225,POINT (8.643406719403082 0.7778232398532225),1,0.9372300489993559,0.137207246426713,0.3488517882794948,0.1402145215754671
219,7.032311087569591,7.88079516662442,POINT (7.032311087569591 7.88079516662442),1,0.7720767876534048,0.6698407695128672,1.7815990961920063,1.615166395302134
271,1.221254065529982,9.451280737109776,POINT (1.221254065529982 9.451280737109776),1,0.44013471236657853,0.03759750799868633,-0.4470727636373625,-0.5329077263358521
49,0.4888513972421493,6.493977108377727,POINT (0.4888513972421493 6.493977108377727),1,0.07204996067613256,0.33468894207769007,0.07611678690920298,0.20980122236052093
50,0.3929193081893656,8.632141964626193,POINT (0.3929193081893656 8.632141964626193),1,0.8438326530530992,0.04665048505760161,-0.016215891774095992,-0.08660530649984964
226,3.4925003286650123,7.8656275049542455,POINT (3.492500328665012 7.865627504954245),1,0.780705720992984,0.6696295731087686,1.7895944403192896,1.702940632946087
270,2.962250891776402,7.449336349095317,POINT (2.962250891776402 7.449336349095317),1,0.045827081149683035,0.4322189615518063,0.34248396580510176,0.23523800685149707
51,7.086642729623925,1.7774848215188221,POINT (7.086642729623925 1.777484821518822),1,0.6129454783580885,0.7845164520599912,1.9664948345380622,2.0090406033301966
220,8.33023398202317,1.512535488488549,POINT (8.33023398202317 1.512535488488549),1,0.9069263424379905,0.5596140939861521,1.5857686243964473,1.6734889626444198
172,7.490470594319161,2.5867518175078095,POINT (7.490470594319161 2.586751817507809),1,0.36190958999490874,0.2967365594616843,0.2521192683799618,0.19654650712699823
269,3.12911034208339,3.1141317144690825,POINT (3.12911034208339 3.114131714469083),1,0.6250496147770493,0.4875796959902644,1.0877887027478428,1.2166031899622682
221,3.3413941907992326,3.0715102667380876,POINT (3.341394190799233 3.071510266738088),1,0.06282508485558314,0.04349226192509681,-0.8066981293691264,-0.7751784329977924
139,3.225451745423821,5.419280414345032,POINT (3.225451745423821 5.419280414345032),1,0.09574760752773248,0.8659836488352562,1.6936985540335012,1.7155634774280246
110,0.7831177972578574,8.758211575464669,POINT (0.7831177972578574 8.758211575464669),1,0.8178552210029576,0.5413602671048208,1.44193602231742,1.445114296367307
141,8.510142541461336,9.838897703811535,POINT (8.510142541461336 9.838897703811535),1,0.8370466573825552,0.17105564328924383,0.35021358725028673,0.34723406479635777
253,9.5689332546037,8.645205026303675,POINT (9.568933254603699 8.645205026303675),1,0.19777817274470666,0.6506055834258899,1.1495949230223763,1.1507275081201043
179,8.45164431887773,2.4256926992369774,POINT (8.451644318877729 2.425692699236977),1,0.5079770390152419,0.4350778791533527,0.8132106764753,0.8864734701901307
64,9.110869885386164,6.324503882516156,POINT (9.110869885386164 6.324503882516156),1,0.05440745389881241,0.3693346185141688,0.16241130944131887,0.12851152535238067
125,6.872784377490269,7.745216671295819,POINT (6.872784377490269 7.745216671295819),1,0.4277621366572897,0.6703608831709037,1.4388447861700007,1.4855995921751235
187,6.5915240200884,2.5567261620144413,POINT (6.5915240200884 2.556726162014441),1,0.6885128944333775,0.5600685741848699,1.3687186169879872,1.4065824367340367
116,9.022082430080637,7.499311135720509,POINT (9.022082430080637 7.499311135720509),1,0.21817335942298854,0.35288485783908485,0.2768279329402432,0.3422721277777999
124,0.8560514117839513,6.024304685936795,POINT (0.8560514117839513 6.024304685936795),1,0.7764798681027678,0.7418364138499304,2.001989109652559,2.0463884091863935
230,4.868392305737684,9.426644033250692,POINT (4.868392305737684 9.426644033250692),1,0.05413196911395368,0.3507692286187948,0.10643965497033814,0.1245937819889266
238,1.2986080920414533,8.552191918033653,POINT (1.298608092041453 8.552191918033653),1,0.21561443934162183,0.460685241185005,0.5976701628966365,0.6955075201293692
237,8.779123965043688,0.19409735549812734,POINT (8.779123965043688 0.1940973554981273),1,0.665967460894611,0.676018733107213,1.6940236602162502,1.6902170640600225
126,9.699920447342373,8.178460835424824,POINT (9.699920447342373 8.178460835424824),1,0.8823346614253211,0.6808262654434915,1.9248134577557954,2.053912608359287
190,0.353049881149875,5.961024430229298,POINT (0.353049881149875 5.961024430229298),1,0.28136259280832776,0.024954323453551752,-0.643774436831017,-0.6181976847941519
236,4.22400029542155,8.084883165672439,POINT (4.22400029542155 8.084883165672439),1,0.07661186235921214,0.6984563231772917,1.1719808318910871,1.2317939347881306
