,longitude,latitude,coordinate,true class,feature1,feature2,feature3,true w,true b,true target,noisy target
730,4.585618247278882,5.936496764265554,POINT (4.585618247278882 5.936496764265554),1,0.5147845167459482,0.3545242885515285,0.20398888402624105,"[2, 5, -3]",2,5.164695026865212,5.185714965141954
732,4.7271806928244935,9.969263243317128,POINT (4.727180692824493 9.969263243317128),1,9.540502273863716e-06,0.3334586915799407,0.7350007878042488,"[2, 5, -3]",2,6.66688876165306,6.742903332628767
723,7.436997656475653,2.1093738529549997,POINT (7.436997656475653 2.109373852955),1,0.4833975878181207,0.7227006742250364,0.2009070945171525,"[2, 5, -3]",2,5.99520858499571,6.074181581735003
712,6.126925936896567,0.7002316775322193,POINT (6.126925936896567 0.7002316775322193),1,0.7752599603237379,0.8783574581504944,0.8968598583261376,"[2, 5, -3]",2,5.430935035329775,5.337061550664032
711,8.715905664197289,6.597884742153902,POINT (8.715905664197289 6.597884742153902),1,0.5339612395451474,0.3495787932822566,0.21607045668416613,"[2, 5, -3]",2,5.097273867929071,5.110706928594668
705,8.728942827284943,6.429119823438335,POINT (8.728942827284943 6.429119823438335),1,0.7092396114011394,0.5927160259389175,0.2363893895453839,"[2, 5, -3]",2,5.057713217674417,5.0685229678165085
656,7.265009252734593,2.9703605656853425,POINT (7.265009252734593 2.970360565685342),1,0.1448161891496681,0.7631812779037268,0.7700925379521191,"[2, 5, -3]",2,7.091913988358449,7.181499506544524
658,0.2104151830103973,8.782376846958469,POINT (0.2104151830103973 8.782376846958469),1,0.5842807131480092,0.6844398870500131,0.9237485633756064,"[2, 5, -3]",2,5.616037634655998,5.731684810941354
664,3.9787362802623516,6.895814955255912,POINT (3.978736280262352 6.895814955255912),1,0.9371317792993693,0.3030789955404929,0.2827627528175245,"[2, 5, -3]",2,3.794762653182878,3.8310801869454485
670,4.6236147767109905,8.170286392478443,POINT (4.623614776710991 8.170286392478443),1,0.5139866991926632,0.7598800115504192,0.9795254509007788,"[2, 5, -3]",2,5.977799925522849,6.001895474991169
674,6.074878375300159,0.611917854113434,POINT (6.074878375300159 0.611917854113434),1,0.9192610572921531,0.05202443737647122,0.9921101410770612,"[2, 5, -3]",2,3.346265702876483,3.3999227687526634
676,9.777584229279645,6.303731111269011,POINT (9.777584229279645 6.303731111269011),1,0.8102011468309062,0.05336324462444575,0.5725329743387786,"[2, 5, -3]",2,3.676123048756173,3.760065772576521
678,5.193456122812041,8.61462871268263,POINT (5.193456122812041 8.614628712682631),1,0.2940647996762855,0.09956842471378369,0.7395506860692527,"[2, 5, -3]",2,5.316942450398711,5.1500910853839725
681,8.181420826585782,0.6911542160676976,POINT (8.181420826585782 0.6911542160676976),1,0.4524169130909279,0.8900302402785771,0.7711561326661345,"[2, 5, -3]",2,6.422809741284371,6.2574812662063914
686,8.560975604621726,8.541700875619838,POINT (8.560975604621726 8.541700875619838),1,0.574232781222857,0.7944948985151441,0.5859746063431641,"[2, 5, -3]",2,5.8662914533617165,5.792354740236819
689,2.26878264303072,9.543471865739274,POINT (2.26878264303072 9.543471865739274),1,0.7176881649106873,0.882123866467805,0.32498288324282887,"[2, 5, -3]",2,5.611183238203548,5.6649064364621315
691,2.9518439345922873,5.442525767831422,POINT (2.951843934592287 5.442525767831422),1,0.3220155754844779,0.8796553084004176,0.9771905109432458,"[2, 5, -3]",2,6.793263890347402,6.707150290636285
696,4.933803570021048,9.457528895159612,POINT (4.933803570021048 9.457528895159612),1,0.4296992433260275,0.4072206635451946,0.24865205202968077,"[2, 5, -3]",2,5.525343597112307,5.47973042551477
698,7.343360098594882,2.892192761869868,POINT (7.343360098594882 2.892192761869868),1,0.3189525248307451,0.33080819074439616,0.2279129235436711,"[2, 5, -3]",2,5.704758806996557,5.9185409398155775
701,1.4891809591160698,9.075481267987296,POINT (1.48918095911607 9.075481267987296),1,0.8269941227968483,0.8127194340248176,0.8834626498416488,"[2, 5, -3]",2,5.144456499659091,5.067870194620501
703,1.037061294058258,4.255518331656752,POINT (1.037061294058258 4.255518331656752),1,0.05427080268455209,0.30924010140574476,0.2978812485550132,"[2, 5, -3]",2,6.455667794757833,6.542066999061475
733,3.5077750202015103,5.961994000006135,POINT (3.50777502020151 5.961994000006135),1,0.7133245056996591,0.9163440347405363,0.8382719786012001,"[2, 5, -3]",2,5.692714552382095,5.525923711691008
736,2.8037516145673713,3.7196393466829236,POINT (2.803751614567371 3.719639346682924),1,0.6686122182179267,0.6254028259226102,0.11474595070559934,"[2, 5, -3]",2,5.244968997191441,5.2475224133118115
737,9.434721158752625,6.701451819595898,POINT (9.434721158752625 6.701451819595898),1,0.6699312028410283,0.7773836913398078,0.646620254672714,"[2, 5, -3]",2,5.5449737741565315,5.680214501254545
739,8.210948749892989,0.9939503682441497,POINT (8.210948749892989 0.9939503682441497),1,0.1329529660447607,0.8886370775933998,0.6073557921378682,"[2, 5, -3]",2,7.378415257052517,7.281831799449777
788,9.810245574033793,8.680541467052553,POINT (9.810245574033793 8.680541467052553),1,0.8984848116323915,0.25287117143833593,0.07949892055477703,"[2, 5, -3]",2,3.8102879079794976,3.7757072566793988
789,0.02723212828048216,4.6787445417647255,POINT (0.02723212828048216 4.678744541764726),1,0.3529499537650952,0.16300053716504337,0.5883321248283856,"[2, 5, -3]",2,5.267151213034801,5.389300294768702
790,8.629011399897639,8.160823092550963,POINT (8.629011399897639 8.160823092550963),1,0.8092726027087157,0.7101328405553735,0.6580103319864259,"[2, 5, -3]",2,4.9924478729846005,4.913697697532069
792,2.102910649531853,4.288681051242578,POINT (2.102910649531853 4.288681051242578),1,0.10136333260046815,0.47320075791091987,0.26795749331739005,"[2, 5, -3]",2,6.642311518020435,6.63850094168125
801,2.123637299813871,8.717259907415341,POINT (2.123637299813871 8.717259907415341),1,0.3218141051336989,0.6426609205766818,0.15053006491552134,"[2, 5, -3]",2,6.319879525752267,6.248559015004277
804,4.175552029504913,5.99238827618998,POINT (4.175552029504913 5.99238827618998),1,0.7611702566830445,0.27958855750367906,0.9266533865812902,"[2, 5, -3]",2,4.275666344958225,4.404819196707036
806,3.387035671751949,1.7597732264940824,POINT (3.387035671751949 1.759773226494082),1,0.10588675732986397,0.6238605820747398,0.37342940393753565,"[2, 5, -3]",2,6.930060892159887,7.006930037235794
807,0.7224767165882395,9.040410807298574,POINT (0.7224767165882395 9.040410807298574),1,0.6719604734422939,0.9555968881532315,0.8644794551412706,"[2, 5, -3]",2,5.895312355979581,5.850156526448895
809,7.0415387273565155,0.9973150856965107,POINT (7.041538727356516 0.9973150856965107),1,0.015707029970867703,0.5695986349319875,0.47609706742611335,"[2, 5, -3]",2,7.092076179951372,7.12193457458944
810,6.37464412833288,0.48918281549924614,POINT (6.37464412833288 0.4891828154992461),1,0.96554534778296,0.8552200276256174,0.613719774511428,"[2, 5, -3]",2,4.813804011902355,4.884789706047178
814,8.498039616473367,8.546119936785548,POINT (8.498039616473367 8.546119936785548),1,0.9022431974614621,0.6878472545892985,0.5521680840698499,"[2, 5, -3]",2,4.668964916794211,4.8138203663096615
819,3.462290893410783,9.906725378925273,POINT (3.462290893410783 9.906725378925273),1,0.24996219031064582,0.7475290495281789,0.5776407210574998,"[2, 5, -3]",2,6.745171528124421,6.760556136167927
823,1.463284048558382,4.581587682515467,POINT (1.463284048558382 4.581587682515467),1,0.9623514246275202,0.6885042467487252,0.0577926384257017,"[2, 5, -3]",2,4.48995421961489,4.285719966799996
828,6.286711531886465,0.8665221610786378,POINT (6.286711531886465 0.8665221610786378),1,0.3100668719174482,0.4961526300078285,0.6072899826135397,"[2, 5, -3]",2,6.062104644263313,6.052495245663923
829,1.1745907967958646,4.4689902470120755,POINT (1.174590796795865 4.468990247012075),1,0.5392134681033395,0.6473663455804114,0.6915062257319461,"[2, 5, -3]",2,5.6770922868508045,5.734294022763107
785,5.829800939658262,7.725237336065848,POINT (5.829800939658262 7.725237336065848),1,0.7926202804894192,0.20906804931855272,0.6025276532175449,"[2, 5, -3]",2,4.040275257168847,4.032172806906556
300,4.295291887099192,6.352803111300549,POINT (4.295291887099192 6.352803111300549),1,0.5739811368429265,0.9593814619289118,0.2083099048376411,"[2, 5, -3]",2,6.196819513329045,6.148310168240565
783,4.193709746336691,1.6672525313051878,POINT (4.193709746336691 1.667252531305188),1,0.5675280105943727,0.33245749695665827,0.004757323214200637,"[2, 5, -3]",2,4.962330962130198,4.95427223657147
780,4.279952503311066,9.034295420736061,POINT (4.279952503311066 9.034295420736061),1,0.3196541286095954,0.2693748929115686,0.3867647993966167,"[2, 5, -3]",2,5.579787399994351,5.531997131446407
740,5.760611440757721,7.767729976589909,POINT (5.760611440757721 7.767729976589909),1,0.7473031290303671,0.2692644402270895,0.3785481323917428,"[2, 5, -3]",2,4.296619493363078,4.460356448327799
742,0.7454220788871813,5.947971491438326,POINT (0.7454220788871813 5.947971491438326),1,0.061292059817038114,0.9150072672822526,0.35769799261538926,"[2, 5, -3]",2,7.646138355113391,7.460302545372555
744,8.005736049265463,7.837414299677718,POINT (8.005736049265463 7.837414299677718),1,0.06422910425442485,0.3503156396258048,0.5776545734770675,"[2, 5, -3]",2,6.507943966488335,6.592334512551195
746,1.1723312705081412,9.084981046500282,POINT (1.172331270508141 9.084981046500282),1,0.5472413438277325,0.9560266071002989,0.7545590451877644,"[2, 5, -3]",2,6.270329182717401,6.356917634407618
749,3.264043053577189,8.387601895023208,POINT (3.264043053577189 8.387601895023208),1,0.3447921900918851,0.20194992552089852,0.8980280099878766,"[2, 5, -3]",2,5.369523280766142,5.34859802627381
751,9.078300778106904,7.112674402274914,POINT (9.078300778106904 7.112674402274914),1,0.5386070148742991,0.750381680706169,0.717510320572516,"[2, 5, -3]",2,5.884942316789441,5.918655710059207
753,4.199860610873828,6.9767283388851355,POINT (4.199860610873828 6.976728338885136),1,0.6607942159650422,0.40297444954879613,0.8858206502935203,"[2, 5, -3]",2,4.8235662512024655,4.830060849894044
756,6.468425351504052,2.335194378210752,POINT (6.468425351504052 2.335194378210752),1,0.08163168803544862,0.036013361905674945,0.25666155246856615,"[2, 5, -3]",2,5.827131659705004,5.747949465328163
757,5.709987015592175,1.1995696665804767,POINT (5.709987015592175 1.199569666580477),1,0.573829929493328,0.8765096724416397,0.3145212408902258,"[2, 5, -3]",2,6.031529556403296,5.948275384423232
758,1.561778467793833,4.891504952641601,POINT (1.561778467793833 4.891504952641601),1,0.6752473060212261,0.41708116225921776,0.9779295688101715,"[2, 5, -3]",2,4.808420406454757,4.6978745067523455
763,7.700856199504788,7.37792498806198,POINT (7.700856199504788 7.37792498806198),1,0.3388538600134797,0.2890395642317394,0.7054282548462031,"[2, 5, -3]",2,5.56151754842304,5.656272832787266
772,7.586416363796334,8.842397596150981,POINT (7.586416363796334 8.842397596150981),1,0.4961173501774625,0.6864203303253966,0.5301126992131149,"[2, 5, -3]",2,5.884488610118406,5.962626555641009
773,5.301773196411366,9.224918024441394,POINT (5.301773196411366 9.224918024441394),1,0.331330308837825,0.6972295454249905,0.38775269466121165,"[2, 5, -3]",2,6.400468164336506,6.480099073415037
776,6.710125570854383,1.5124518306218193,POINT (6.710125570854383 1.512451830621819),1,0.3559556664335789,0.9012360279988844,0.36763297812424145,"[2, 5, -3]",2,6.734605056697032,6.797286496208323
779,6.855714340297761,2.784738616032091,POINT (6.855714340297761 2.784738616032091),1,0.9339511712033026,0.2774269888467854,0.4401156182796905,"[2, 5, -3]",2,3.753000464083663,3.7350016133101978
782,6.778589192698404,1.6333393969212995,POINT (6.778589192698404 1.633339396921299),1,0.4698979389632907,0.25194792246205744,0.14913486424276734,"[2, 5, -3]",2,5.094202028034243,4.981021684335997
298,4.865295509651531,0.3984436064241692,POINT (4.865295509651531 0.3984436064241692),1,0.8118763038381989,0.9196402249839118,0.13236986431003062,"[2, 5, -3]",2,5.403651538453227,5.469648851023107
999,3.2850916601171107,5.649914257098604,POINT (3.285091660117111 5.649914257098604),1,0.10572930577281181,0.6621961732073527,0.20533262547056963,"[2, 5, -3]",2,7.007204429096269,7.090606534478427
156,8.645530921214078,8.093529809908755,POINT (8.645530921214078 8.093529809908755),1,0.12356929400403294,0.5605605879750891,0.5695958830465059,"[2, 5, -3]",2,6.750413293938079,6.948792131272364
179,4.1177375170720065,8.354931753691785,POINT (4.117737517072007 8.354931753691785),1,0.7856698557598127,0.9359719902582129,0.8715643265379902,"[2, 5, -3]",2,5.514934413236988,5.572899746950771
128,2.9301970429686297,8.812648338089401,POINT (2.93019704296863 8.812648338089401),1,0.567919129960177,0.5080456399493889,0.5978909304538575,"[2, 5, -3]",2,5.312333890018246,5.313005227841159
249,5.454283653801163,8.505973965847664,POINT (5.454283653801163 8.505973965847664),1,0.7392871411842493,0.36586412691724957,0.8069110092936589,"[2, 5, -3]",2,4.513866830281751,4.6700930079910625
129,9.409010140538497,8.373574391369546,POINT (9.409010140538497 8.373574391369546),1,0.3013571089672227,0.31072545812708197,0.3888800810356542,"[2, 5, -3]",2,5.717379589352496,5.671346155192321
45,1.716638485376435,9.331057924957165,POINT (1.716638485376435 9.331057924957165),1,0.40103120046022545,0.8862982763047459,0.2887487525093976,"[2, 5, -3]",2,6.569502951228816,6.477618485743263
75,3.767917029133021,7.131023736435069,POINT (3.767917029133021 7.131023736435069),1,0.7569957851237235,0.8651931723891702,0.46241283432926805,"[2, 5, -3]",2,5.45939898940717,5.427558015169989
92,3.981448949202152,7.163665868978021,POINT (3.981448949202152 7.163665868978021),1,0.909724859048445,0.9771305486580409,0.3674231942787103,"[2, 5, -3]",2,5.225086520170747,5.07436174840192
108,4.088568152918496,6.32930000817079,POINT (4.088568152918496 6.32930000817079),1,0.16450131502366172,0.17621477505545236,0.1064993610798195,"[2, 5, -3]",2,5.85892560503992,5.786907336263047
178,0.07388853120659733,9.750694671420256,POINT (0.07388853120659733 9.750694671420256),1,0.7402006603805532,0.7817482588447583,0.5184926541914056,"[2, 5, -3]",2,5.342894536547857,5.3736448079513135
251,9.198295806835352,5.193312576638718,POINT (9.198295806835352 5.193312576638718),1,0.826563664628094,0.42783441796019595,0.1851410963486242,"[2, 5, -3]",2,4.37597784203611,4.303973489359996
222,0.1574711652928773,9.304459692483048,POINT (0.1574711652928773 9.304459692483048),1,0.23264262556570237,0.6185997549879796,0.566683686505471,"[2, 5, -3]",2,6.539271633278852,6.515031295998719
253,4.6101319946817405,5.36470701015741,POINT (4.610131994681741 5.36470701015741),1,0.4314333668189023,0.6583540478313449,0.9834073959966776,"[2, 5, -3]",2,6.022407995205983,6.1204493876053725
254,7.312828233197031,1.6923608648670152,POINT (7.312828233197031 1.692360864867015),1,0.8928664370863282,0.1398830444176724,0.7091396600206293,"[2, 5, -3]",2,3.6011667775763603,3.589953040557784
41,5.896571890151781,8.638433720775792,POINT (5.896571890151781 8.638433720775792),1,0.22776646345578266,0.6111896854004171,0.9971508998300085,"[2, 5, -3]",2,6.5390799804334865,6.557938075657316
40,3.6788135642574438,8.492483716165394,POINT (3.678813564257444 8.492483716165394),1,0.7994772298964794,0.9433732709571098,0.5975714051364048,"[2, 5, -3]",2,5.488314852224781,5.607209184188919
39,1.3735135690025813,9.375409063386458,POINT (1.373513569002581 9.375409063386458),1,0.30956116812770074,0.2715649694727914,0.4552449965745513,"[2, 5, -3]",2,5.61444643456248,5.694385817909691
77,8.005632282444662,2.807643847656908,POINT (8.005632282444662 2.807643847656908),1,0.6771110303810483,0.579114937803864,0.9851375051105679,"[2, 5, -3]",2,5.126896784464583,5.073560283006266
218,9.046079763189802,5.6660180566914455,POINT (9.046079763189802 5.666018056691446),1,0.5430170432490888,0.5826551288263327,0.7953768257083643,"[2, 5, -3]",2,5.536259127905399,5.4898574947086525
71,8.148784672695168,1.3383191900844493,POINT (8.148784672695168 1.338319190084449),1,0.9123190783533098,0.22148726332401614,0.603657840667038,"[2, 5, -3]",2,3.7060172915881027,3.718790526975194
31,5.305529627617242,7.850747757913798,POINT (5.305529627617242 7.850747757913798),1,0.4187859476119651,0.7192804877328699,0.21710302876929533,"[2, 5, -3]",2,6.182203132629844,6.098865523237507
194,7.749313102181451,3.1070750649781287,POINT (7.749313102181451 3.107075064978129),1,0.6720957223432509,0.6562891787658729,0.7171102334982874,"[2, 5, -3]",2,5.296291190501993,5.423670195157342
259,2.8038469800340304,3.827449992825682,POINT (2.80384698003403 3.827449992825682),1,0.10478137198241222,0.22222406906021863,0.9403758807179564,"[2, 5, -3]",2,6.1301040221732,6.068854163444972
173,2.3259588188371225,8.772443776249483,POINT (2.325958818837123 8.772443776249483),1,0.24293546343529837,0.37414845710651945,0.6760584810420732,"[2, 5, -3]",2,6.019490523907144,6.067492436171617
248,3.3940805277740784,6.286045491195196,POINT (3.394080527774078 6.286045491195196),1,0.07445859178428738,0.7627098298667438,0.45835394637654514,"[2, 5, -3]",2,7.302043884380625,7.258153489107113
32,2.6256578621447355,8.91245271155293,POINT (2.625657862144736 8.91245271155293),1,0.10549237413978751,0.2316372282424224,0.13728959599026924,"[2, 5, -3]",2,6.146797334065482,6.129875731266505
257,4.444912725351209,5.575706610545544,POINT (4.444912725351209 5.575706610545544),1,0.6669864794119214,0.6813059081056243,0.7477242244446122,"[2, 5, -3]",2,5.361652377975485,5.298298102324531
175,8.242170060976163,2.345547665182963,POINT (8.242170060976163 2.345547665182963),1,0.9609082552860871,0.5250153602590901,0.9628746294415967,"[2, 5, -3]",2,4.167305954659919,4.235830415541968
134,3.76751866230837,5.707649579859096,POINT (3.76751866230837 5.707649579859096),1,0.32475359842725404,0.19638245081427042,0.7876073501139083,"[2, 5, -3]",2,5.418504106346779,5.524697113223824
133,5.7221661381704845,0.7603215316803169,POINT (5.722166138170484 0.7603215316803169),1,0.5659826875511695,0.8137098460732193,0.4877614942365721,"[2, 5, -3]",2,5.92947162949293,6.047083226510635
256,7.783872055110419,8.32507362548085,POINT (7.783872055110419 8.325073625480851),1,0.6654657556398941,0.4366151765913584,0.5989355283707785,"[2, 5, -3]",2,4.8768330862630345,4.880982095716496
255,3.6657600182561856,8.992727460936086,POINT (3.665760018256186 8.992727460936086),1,0.4344724404661777,0.03055936601915965,0.26494221487307,"[2, 5, -3]",2,4.757701410639786,4.768327208665067
103,5.815416603448355,8.862571547453728,POINT (5.815416603448355 8.862571547453728),1,0.9359210610379424,0.20104313271219632,0.7673205284695501,"[2, 5, -3]",2,3.5943230823105656,3.793777842785748
109,2.7571165713173507,9.069242858829238,POINT (2.757116571317351 9.069242858829238),1,0.42799163875530544,0.355463337085108,0.5737261799399551,"[2, 5, -3]",2,5.4269517579043,5.430208444782319
180,5.33781956346366,8.46708115937678,POINT (5.33781956346366 8.467081159376781),1,0.4952651113070823,0.8938182389012813,0.7279407165264243,"[2, 5, -3]",2,6.301841143881315,6.376000961071395
181,4.8435814212115815,7.916798994642898,POINT (4.843581421211582 7.916798994642898),1,0.4037118256538895,0.045861567011900806,0.600473598271585,"[2, 5, -3]",2,4.880587657062133,5.041068686288251
65,7.658686464781947,7.008308784916359,POINT (7.658686464781947 7.008308784916359),1,0.4498467263506496,0.5217744348230592,0.8278508230628002,"[2, 5, -3]",2,5.69400869059417,5.816360302704619
115,3.6277131608806332,3.3938725810555748,POINT (3.627713160880633 3.393872581055575),1,0.9038133304199942,0.024917168921614108,0.12242883624793921,"[2, 5, -3]",2,3.3383943465832453,3.146268332356086
186,7.228058076769893,2.9658849758759445,POINT (7.228058076769893 2.965884975875944),1,0.8432370454426158,0.4768663864724014,0.049874187839066164,"[2, 5, -3]",2,4.424021636616955,4.5243543852485155
114,3.3257166182473643,7.251406477430508,POINT (3.325716618247364 7.251406477430508),1,0.8750384604189063,0.30974141690322576,0.7489832190720177,"[2, 5, -3]",2,3.994367452549733,3.961663375904071
72,8.183505686624324,1.182442548757009,POINT (8.183505686624324 1.182442548757009),1,0.5814089940626737,0.9512243984280881,0.23094215149417052,"[2, 5, -3]",2,6.158221814668155,6.25902611859736
66,8.731246576306015,8.056554137769773,POINT (8.731246576306015 8.056554137769773),1,0.6027251443878399,0.9290565769179135,0.18986994993043704,"[2, 5, -3]",2,6.0499377206723075,6.000552176527087
236,2.7800910398603174,7.59527600723791,POINT (2.780091039860317 7.59527600723791),1,0.5224466169325153,0.08959583347175604,0.35966510297358323,"[2, 5, -3]",2,4.6118518161459665,4.627371254372074
233,7.281768966756232,1.0817144396693856,POINT (7.281768966756232 1.081714439669386),1,0.08598810149610658,0.8791754035320594,0.6058564229589759,"[2, 5, -3]",2,7.5003865025757985,7.676624737892621
112,4.4556002603553315,9.314168464723977,POINT (4.455600260355332 9.314168464723977),1,0.8395448816648782,0.37944198729784595,0.9758778768759371,"[2, 5, -3]",2,4.240249329601057,4.185655921178581
231,5.124334986521948,0.46596696679992444,POINT (5.124334986521948 0.4659669667999244),1,0.37261436588791363,0.0956776244419768,0.777968410403738,"[2, 5, -3]",2,5.073512151220212,5.076625336930644
67,3.3829705798183185,5.486610968950293,POINT (3.382970579818319 5.486610968950293),1,0.6191421972593881,0.3123903804068361,0.9105305286275533,"[2, 5, -3]",2,4.7673541690355075,4.472976095823438
68,6.809289689268722,1.029139636576395,POINT (6.809289689268722 1.029139636576395),1,0.8806109531209156,0.5951970197322698,0.0886315009144808,"[2, 5, -3]",2,4.5485611801017924,4.405318987604795
69,4.415519468414591,5.310754747799098,POINT (4.415519468414591 5.310754747799098),1,0.8803173072379432,0.5543049433717258,0.4482851791733147,"[2, 5, -3]",2,4.4676579650296215,4.526044630837349
190,7.311723705721378,1.7395611905271824,POINT (7.311723705721378 1.739561190527182),1,0.5072844922723451,0.5116552756658747,0.5844869851226319,"[2, 5, -3]",2,5.501457074514714,5.441408310790616
188,7.036575768870598,2.4176870052191326,POINT (7.036575768870598 2.417687005219133),1,0.4243670108885025,0.12200154128466101,0.010360562020793829,"[2, 5, -3]",2,4.970902049903815,4.972968764470532
261,7.2768702775189755,7.437733575773851,POINT (7.276870277518976 7.437733575773851),1,0.7622918663040646,0.9026049728998272,0.306091489383994,"[2, 5, -3]",2,5.51833434688746,5.354473377158632
64,4.152315260312928,9.834969168751558,POINT (4.152315260312928 9.834969168751558),1,0.05903342652399324,0.6084928592561742,0.18683982377313602,"[2, 5, -3]",2,7.0398854389403684,6.9497589908648765
184,8.196885768453608,9.679216314132708,POINT (8.196885768453608 9.679216314132708),1,0.9400225057952284,0.6701772068974913,0.27661773855896643,"[2, 5, -3]",2,4.5202868964092975,4.644369945131784
125,0.4141626152607647,9.469820890947162,POINT (0.4141626152607647 9.469820890947162),1,0.9112237666401173,0.38395973929837157,0.12421739146658284,"[2, 5, -3]",2,4.034248178676391,4.185309355215669
124,6.632882689537144,0.08040374316404475,POINT (6.632882689537144 0.08040374316404475),1,0.5492625674769619,0.9135822156858144,0.7712985429790484,"[2, 5, -3]",2,6.179376728940744,6.175213130011857
51,3.205499680510664,5.492388057398293,POINT (3.205499680510664 5.492388057398293),1,0.2690945499419838,0.8006199589350792,0.9378239801166618,"[2, 5, -3]",2,6.793956268044207,6.6431495424960065
225,3.7041720606175774,6.892417711864552,POINT (3.704172060617577 6.892417711864552),1,0.6919568522094732,0.15952862920281674,0.4697931115666113,"[2, 5, -3]",2,4.243186701777214,4.286538939112108
122,8.105260428599513,1.144308595300374,POINT (8.105260428599513 1.144308595300374),1,0.7559413621179225,0.14103610544952483,0.945791063636015,"[2, 5, -3]",2,4.014248124545282,4.079824433657736
54,4.066509776522018,9.484718164271666,POINT (4.066509776522018 9.484718164271666),1,0.9926341744596066,0.9709065128193797,0.35859450192922204,"[2, 5, -3]",2,4.96391050225994,4.96522023079131
116,7.216654297654531,2.7842920121643564,POINT (7.216654297654531 2.784292012164356),1,0.9231283161694847,0.9033768827153615,0.5235857400801901,"[2, 5, -3]",2,5.037368816922269,5.064406159851359
243,7.757145855818282,8.822532046623566,POINT (7.757145855818282 8.822532046623566),1,0.8049473478029784,0.122745786782681,0.03687993896567909,"[2, 5, -3]",2,3.8306495301564265,3.8031566929096114
227,4.63917846106591,9.49502313667151,POINT (4.63917846106591 9.495023136671509),1,0.16600718335776732,0.22620503867210284,0.7247018731133252,"[2, 5, -3]",2,5.954388527270904,5.725671504497148
228,0.8349735269722669,8.505507482807696,POINT (0.8349735269722669 8.505507482807696),1,0.5668562061804676,0.647142770575706,0.8930454656860156,"[2, 5, -3]",2,5.593716922610009,5.666608670328379
58,5.968098452648553,9.826398564555758,POINT (5.968098452648553 9.826398564555758),1,0.899388908268073,0.036401569254717825,0.10488794549681568,"[2, 5, -3]",2,3.3746364137052165,3.435818355158157
241,3.5073012595116273,4.008783224033534,POINT (3.507301259511627 4.008783224033534),1,0.8094274036031023,0.3664234381269401,0.6978693879684232,"[2, 5, -3]",2,4.304564665444573,4.3142477871382
117,1.683221564973535,3.859191608255098,POINT (1.683221564973535 3.859191608255098),1,0.4357570521761678,0.033372497434980164,0.28876791871497753,"[2, 5, -3]",2,4.7594738383414565,4.6590501925618035
240,1.6183359299821132,6.754699111739465,POINT (1.618335929982113 6.754699111739465),1,0.4995436063264279,0.5996897111473457,0.9775009137740703,"[2, 5, -3]",2,5.700748603315407,5.645475268654239
226,8.08634903725853,1.5490354455441369,POINT (8.086349037258531 1.549035445544137),1,0.9146281896628405,0.07161052577335392,0.5655258265718385,"[2, 5, -3]",2,3.399336482558186,3.3621667914022897
263,8.619061481388822,6.469278665332004,POINT (8.619061481388822 6.469278665332004),1,0.22597335223004278,0.7954887785583591,0.2294522881639297,"[2, 5, -3]",2,6.91305750042659,7.115896755176467
30,8.734302623362298,0.018677346475731715,POINT (8.734302623362298 0.01867734647573172),1,0.07404211378053782,0.39459893285622594,0.7111961868001987,"[2, 5, -3]",2,6.567071524370839,6.581853528553967
70,4.45579704413666,8.163190251317758,POINT (4.45579704413666 8.163190251317758),1,0.4579962469355111,0.7947114462021225,0.6154104364335586,"[2, 5, -3]",2,6.215434151597712,6.175222494856593
277,1.6972534368295111,5.0579856073215455,POINT (1.697253436829511 5.057985607321545),1,0.7810761920537577,0.5174000257830417,0.15198923462765745,"[2, 5, -3]",2,4.69157147540481,4.711616589243504
167,3.915753513056318,2.8317983356121132,POINT (3.915753513056318 2.831798335612113),1,0.8560369366746854,0.25713702769420776,0.6179434668157495,"[2, 5, -3]",2,3.9461632453643594,3.951770432076505
288,0.7202037411733142,4.366744902058002,POINT (0.7202037411733142 4.366744902058002),1,0.0181758243680743,0.9245217174868388,0.20486031595812548,"[2, 5, -3]",2,7.794515961869455,7.855245331024828
19,3.802241908948992,3.0615974407644595,POINT (3.802241908948992 3.061597440764459),1,0.5322992262633559,0.19560173853544638,0.9186173725139589,"[2, 5, -3]",2,4.794305798280825,4.937790708019084
18,1.928486000120283,6.810321833486597,POINT (1.928486000120283 6.810321833486597),1,0.14005952608180905,0.1964386562239745,0.7768947194961294,"[2, 5, -3]",2,5.972698734202522,5.967616485475659
165,2.73356340610863,8.124025933460818,POINT (2.73356340610863 8.124025933460818),1,0.803612118243491,0.7004750422353907,0.10807564176534967,"[2, 5, -3]",2,4.990113729740308,5.151449900733314
143,9.149282464368284,5.176544000465145,POINT (9.149282464368284 5.176544000465145),1,0.9927943405914577,0.6221894052508203,0.2154486334144592,"[2, 5, -3]",2,4.265995788727268,4.254224856113376
216,7.793701882026063,8.231802531157255,POINT (7.793701882026063 8.231802531157255),1,0.11023875357784452,0.3438520234182161,0.9264673899307139,"[2, 5, -3]",2,6.3569877861028985,6.37426752860307
163,8.362986031670196,0.7477774793095981,POINT (8.362986031670196 0.7477774793095981),1,0.368892822613636,0.7186251586961176,0.8824316354302059,"[2, 5, -3]",2,6.330571849551328,6.267146864972601
15,3.287029104501471,6.289439964561719,POINT (3.287029104501471 6.289439964561719),1,0.8250106159815517,0.6223202905656521,0.7135851162700418,"[2, 5, -3]",2,4.769608733186649,4.688032222754628
